topic,word,pronunciation,word_type,meaning,example_en,example_vi,image_url,audio_url
1,mean,/mi:n/,v,"nghĩa là, có nghĩa là","These words mean ""and so on"".","Những từ này có nghĩa là ""còn nữa"".",https://audio.tudienkala.com/data/images_example/300x225/t/h/these_word_ex1_5624bed17f8b9ac711196704.png,https://audio.tudienkala.com/audio/m/e/mean.mp3
1,prevent,/prɪˈvent/,v,"ngăn ngừa, phòng ngừa",This vaccine can prevent having some common childhood diseases.,Loại vắc-xin này có thể phòng ngừa một số loại bệnh thường gặp ở trẻ nhỏ.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/prevent1.png,https://audio.tudienkala.com/audio/p/r/prevent.mp3
1,finish,/'fɪnɪʃ/,v,"hoàn thành, kết thúc",My class finishes studying at 11 o'clock.,Lớp học của tôi kết thúc lúc 11 giờ.,https://audio.tudienkala.com/data/cache/images/300x225/f/i/finish-l61.jpg,https://audio.tudienkala.com/audio/f/i/finish-l6.mp3
1,forgive,/fərˈgɪv/,v,tha thứ,Forgive my interrupting but I really don't agree with that.,Hãy tha thứ cho sự gián đoạn của tôi nhưng tôi thực sự không đồng ý với điều đó.,https://audio.tudienkala.com/data/cache/images/300x225/f/o/forgive1.jpg,https://audio.tudienkala.com/audio/f/o/forgive.mp3
1,delay,/di'lei/,v,"trì hoãn, hoãn lại","He delayed telling her the news, waiting for the right moment.","Anh trì hoãn nói cho cô ấy tin, chờ đợi đúng thời điểm.",https://audio.tudienkala.com/data/cache/images/300x225/d/e/delay1.jpg,https://audio.tudienkala.com/audio/d/e/delay.mp3
1,deny,/dɪˈnaɪ/,v,"chối, phủ nhận",He denies attempting to murder his wife.,Anh ta phủ nhận việc cố giết vợ.,https://audio.tudienkala.com/data/cache/images/300x225/d/e/deny1.jpg,https://audio.tudienkala.com/audio/d/e/deny.mp3
1,detest,/dɪˈtest/,v,cực ghét,There are some vegetables which children truly detest eating.,Có một số loại rau mà trẻ em thực sự ghét ăn.,https://audio.tudienkala.com/data/cache/images/300x225/d/e/detest1.jpg,https://audio.tudienkala.com/audio/d/e/detest.mp3
1,stop,/stɑːp/,v,dừng lại,Please stop making noise.,Dừng làm ồn.,https://audio.tudienkala.com/data/cache/images/300x225/s/t/stop1.jpg,https://audio.tudienkala.com/audio/s/t/stop.mp3
1,resist,/rɪˈzɪst/,v,"kháng cự, chống lại",He couldn't resist showing off his strength.,Anh không thể cưỡng lại phô trương sức mạnh của mình.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/resist2.jpg,https://audio.tudienkala.com/audio/r/e/resist.mp3
2,allow,/ə'lau/,v,"cho phép, chấp nhận",My insurance does not allow choosing my own hospital.,Hợp đồng bảo hiểm của tôi không cho lựa chọn bệnh viện theo ý riêng của tôi.,https://audio.tudienkala.com/data/cache/images/300x225/a/l/allow1.jpg,https://audio.tudienkala.com/audio/a/l/allow.mp3
2,prefer,/prɪˈfɜ:r/,v,thích hơn,I prefer reading a book to watching TV.,Tôi thích đọc sách hơn xem TV.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/prefer1.png,https://audio.tudienkala.com/audio/p/r/prefer.mp3
2,dread,/dred/,v,rất sợ làm gì đó,I really dread speaking in public. I get so nervous that I feel like throwing up.,Tôi thực sự sợ hãi khi nói trước đám đông. Tôi cảm thấy lo lắng đến nỗi như tôi đang nôn ra vậy.,https://audio.tudienkala.com/data/images_example/300x225/i/_/i_really_d_ex1_59a3c2157f8b9ab7078b456e.jpg,https://audio.tudienkala.com/audio/d/r/dread.mp3
2,endure,/ɪnˈdjʊər/,v,"chịu đựng, cam chịu",He can't endure being defeated.,Anh ta không thể chịu đựng bị đánh bại.,https://audio.tudienkala.com/data/images_example/300x225/t/h/they_had_t_ex2_58772ae67f8b9aab308b45ff.jpg,https://audio.tudienkala.com/audio/e/n/endure.mp3
2,imagine,/ɪˈmædʒɪn/,v,"tưởng tượng, hình dung",He imagined walking into the office and handing in his resignation.,Anh tưởng tượng đi vào văn phòng và giao thư từ chức.,https://audio.tudienkala.com/data/cache/images/300x225/i/m/imagine1.png,https://audio.tudienkala.com/audio/i/m/imagine.mp3
2,resent,/rɪˈzent/,v,"phẫn uất, không bằng lòng",He resents being treated like a child.,Anh ấy không bằng lòng khi bị đối xử như một đứa trẻ.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/resent1.jpg,https://audio.tudienkala.com/audio/r/e/resent.mp3
2,risk,/rɪsk/,v,mạo hiểm,We were advised not to risk travelling in these conditions.,Chúng tôi đã được khuyên không nên mạo hiểm đi du lịch trong những điều kiện này.,https://audio.tudienkala.com/data/cache/images/300x225/r/i/risk-v1.jpg,https://audio.tudienkala.com/audio/r/i/risk-v.mp3
2,evade,/ɪˈveɪd/,v,"tránh, tránh khỏi",He sped up on his way to evade being captured by the police.,Anh ta đã tăng tốc trên đường đi để tránh khỏi sự truy bắt của cảnh sát.,https://audio.tudienkala.com/data/cache/images/300x225/e/v/evade1.jpg,https://audio.tudienkala.com/audio/e/v/evade.mp3
2,admit,/ədˈmɪt/,v,"thừa nhận, cho vào",She admits being strict with her children.,Cô ấy thừa nhận đã nghiêm khắc với con cái.,https://audio.tudienkala.com/data/images_example/300x225/s/h/she_admits_ex1_56248d117f8b9a020d261804.jpg,https://audio.tudienkala.com/audio/a/d/admit.mp3
2,recommend,/ˌrekəˈmend/,v,"giới thiệu, tiến cử",He recommended reading the book before seeing the movie.,Ông đề nghị đọc cuốn sách trước khi xem phim.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/recommend1.jpg,https://audio.tudienkala.com/audio/r/e/recommend.mp3
2,practise,/ˈpræktɪs/,v,luyện tập,You need to practise playing ball every day.,Bạn cần phải tập luyện chơi bóng mỗi ngày.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/practise2.jpg,https://audio.tudienkala.com/audio/p/r/practise.mp3
2,like,/laɪk/,v,thích,Do you like learning English?,Bạn có thích học tiếng Anh không?,https://audio.tudienkala.com/data/images_example/300x225/d/o/do_you_lik_ex1_56248cee7f8b9af60c142ee7.png,https://audio.tudienkala.com/audio/l/i/like.mp3
2,mind,/maɪnd/,v,"phiền, bực mình, lo lắng",I don't mind getting cold—it's the rain I don't like.,Tôi không phiền bị nhiễm lạnh-chính mưa là cái tôi không thích.,https://audio.tudienkala.com/data/images_example/300x225/i/_/i_dont_min_ex2_5877291f7f8b9a6c308b457f.png,https://audio.tudienkala.com/audio/m/i/mind.mp3
2,advise,/ədˈvaɪz/,v,khuyên,I think I'd advise leaving the company.,Tôi nghĩ rằng tôi sẽ khuyên rời khỏi công ty.,https://audio.tudienkala.com/data/cache/images/300x225/a/d/advise1.jpg,https://audio.tudienkala.com/audio/a/d/advise.mp3
2,quit,/kwɪt/,v,"nghỉ, bỏ (học, làm việc...)",He quit studying at 16.,Ông ấy bỏ học ở tuổi 16.,https://audio.tudienkala.com/data/images_example/300x225/h/e/he_quit_st_ex1_587727097f8b9ae72f8b4707.jpg,https://audio.tudienkala.com/audio/q/u/quit.mp3
2,hate,/heɪt/,v,"ghét, không thích",I hate eating carrots most.,Tôi ghét nhất là ăn cà rốt.,https://audio.tudienkala.com/data/cache/images/300x225/h/a/hate1.jpg,https://audio.tudienkala.com/audio/h/a/hate.mp3
2,postpone,/pəʊst ˈpəʊn/,v,hoãn lại,They decided to postpone taking their holiday until next year.,Họ quyết định hoãn lại kì nghỉ của họ đến sang năm.,https://audio.tudienkala.com/data/cache/images/300x225/p/o/postpone1.jpg,https://audio.tudienkala.com/audio/p/o/postpone.mp3
2,excuse,/ɪkˈskjuːs/,v,"xin lỗi, thứ lỗi",Excuse my interrupting you.,Xin lỗi vì tôi làm phiền bạn.,https://audio.tudienkala.com/data/cache/images/300x225/e/x/excuse-v1.jpg,https://audio.tudienkala.com/audio/e/x/excuse-v.mp3
2,fancy,/ˈfænsi/,v,ưa thích,Do you fancy going out this evening?,Bạn có thích đi chơi tối nay không?,https://audio.tudienkala.com/data/cache/images/300x225/f/a/fancy-v1.jpg,https://audio.tudienkala.com/audio/f/a/fancy-v.mp3
2,justify,/ˈdʒʌstɪfʌɪ/,v,giải trình,How can they justify paying such huge salaries?,Làm thế nào họ có thể giải trình cho việc trả lương rất lớn như vậy?,https://audio.tudienkala.com/data/cache/images/300x225/j/u/justify1.jpg,https://audio.tudienkala.com/audio/j/u/justify.mp3
3,agree,/əˈɡri/,v,"đồng ý, bằng lòng",He agreed to let me go early.,Anh ta đồng ý để tôi đi sớm.,https://audio.tudienkala.com/data/cache/images/300x225/a/g/agree1.jpg,https://audio.tudienkala.com/audio/a/g/agree.mp3
3,aim,/eim/,v,"nhắm, mục đích, hướng tới",They are aiming to reduce unemployment by 50%.,Họ đang hướng tới việc giảm tỷ lệ thất nghiệp xuống 50%.,https://audio.tudienkala.com/data/cache/images/300x225/a/i/aim1.png,https://audio.tudienkala.com/audio/a/i/aim.mp3
3,appear,/əˈpɪr/,v,dường như,She appeared not to know what was happening.,Cô ấy dường như không biết những gì đang xảy ra.,https://audio.tudienkala.com/data/cache/images/300x225/a/p/appear-v1.jpg,https://audio.tudienkala.com/audio/a/p/appear-v.mp3
3,ask,/ɑːsk/,v,hỏi,You have to ask permission to go out.,Em phải xin phép khi đi ra ngoài.,https://audio.tudienkala.com/data/cache/images/300x225/a/s/ask1.jpg,https://audio.tudienkala.com/audio/a/s/ask.mp3
3,attempt,/əˈtempt/,v,cố gắng; thử,I will attempt to answer all your questions.,Tôi sẽ cố gắng trả lời tất cả các câu hỏi của bạn.,https://audio.tudienkala.com/data/cache/images/300x225/a/t/attempt2.jpg,https://audio.tudienkala.com/audio/a/t/attempt.mp3
3,begin,/bi'gin/,v,bắt đầu,We begin to work on the project in May.,Chúng tôi sẽ bắt đầu làm việc trên các dự án trong Tháng Năm.,https://audio.tudienkala.com/data/cache/images/300x225/b/e/begin1.jpg,https://audio.tudienkala.com/audio/b/e/begin.mp3
3,care,/kɛər/,v,"quan tâm đến, trông nom",The information is there for anyone who cares enough to find it.,Thông tin có ở đó cho bất cứ ai quan tâm đủ để tìm ra nó.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_inform_ex1_581983c27f8b9ab4078b45f1.jpg,https://audio.tudienkala.com/audio/c/a/care-v.mp3
3,claim,/kleɪm/,v,"đòi, đòi quyền, nhận là, tự cho là",I don't claim to be an expert.,Tôi không tự cho là một chuyên gia.,https://audio.tudienkala.com/data/images_example/300x225/_/i/_i_dont_cl_ex1_56248d027f8b9afc0c29844d.png,https://audio.tudienkala.com/audio/c/l/claim.mp3
3,choose,/tʃuːz/,v,"chọn, chọn lựa",It took her a long time to choose a hat.,Cô ấy phải mất một thời gian dài để chọn một cái mũ.,https://audio.tudienkala.com/data/images_example/300x225/i/t/it_took_he_ex1_58213ca37f8b9a91078b4567.png,https://audio.tudienkala.com/audio/c/h/choose-l6.mp3
3,continue,/kənˈtɪnjuː/,v,"tiếp tục, duy trì",He continued to ignore everything I was saying.,Anh ta tiếp tục bỏ qua tất cả những gì tôi nói.,https://audio.tudienkala.com/data/images_example/300x225/h/e/he_continu_ex1_56248cef7f8b9af60c1430bb.jpg,https://audio.tudienkala.com/audio/c/o/continue.mp3
3,decide,/dɪˈsaɪd/,v,quyết định,We've decided not to go away after all.,Chúng tôi đã quyết định không đi xa sau khi tất cả.,https://audio.tudienkala.com/data/cache/images/300x225/d/e/decide2.jpg,https://audio.tudienkala.com/audio/d/e/decide.mp3
3,expect,/ɪkˈspekt/,v,mong đợi,She expects to see her new baby girl.,Cô ấy mong đợi được gặp con gái bé nhỏ của cô.,https://audio.tudienkala.com/data/cache/images/300x225/e/x/expect1.png,https://audio.tudienkala.com/audio/e/x/expect.mp3
3,forget,/fərˈɡet/,v,quên,"The waiter forgets bringing the rolls, annoying the customer.","Anh nhân viên phục vụ quên mang các ổ bánh mì, gây bực mình cho người khách.",https://audio.tudienkala.com/data/cache/images/300x225/f/o/forget1.png,https://audio.tudienkala.com/audio/f/o/forget.mp3
3,happen,/'hæpən/,v,xảy ra,She happened to be out when I called.,Cô ấy đã ra ngoài khi tôi gọi.,https://audio.tudienkala.com/data/images_example/300x225/s/h/she_happen_ex1_581311d37f8b9a529d8b45bf.jpg,https://audio.tudienkala.com/audio/h/a/happen.mp3
3,hesitate,/ˈhezɪteɪt/,v,do dự,Please do not hesitate to contact me if you have any queries.,Xin vui lòng liên hệ với tôi nếu bạn có bất kỳ thắc mắc.,https://audio.tudienkala.com/data/cache/images/300x225/h/e/hesitate1.png,https://audio.tudienkala.com/audio/h/e/hesitate.mp3
3,manage,/'mænidʤ/,v,"quán lý, điều hành",I managed to pass the exams.,Tôi đã xoay sở vượt qua được các kỳ thi.,https://audio.tudienkala.com/data/cache/images/300x225/m/a/manage1.png,https://audio.tudienkala.com/audio/m/a/manage.mp3
3,need,/ni:d/,v,cần,Do you need me to help?,Bạn có cần tôi giúp đỡ không?,https://audio.tudienkala.com/data/cache/images/300x225/n/e/need1.jpg,https://audio.tudienkala.com/audio/n/e/need.mp3
3,dare,/deər/,v,"Dám, dám đương đầu với",He didn’t dare (to) say what he thought.,Anh ấy không dám nói điều mà anh ta nghĩ,https://audio.tudienkala.com/data/cache/images/300x225/d/a/dare1.jpg,https://audio.tudienkala.com/audio/d/a/dare.mp3
3,hope,/həʊp/,v,hy vọng,I hope to see you again.,Tôi hi vọng được gặp bạn lần nữa.,https://audio.tudienkala.com/data/cache/images/300x225/h/o/hope-v1.png,https://audio.tudienkala.com/audio/h/o/hope-v.mp3
3,fail,/ˈfeɪ/,v,thất bại,I failed in my attempt to persuade her.,Tôi đã thất bại trong việc nổ lực thuyết phục cô ấy.,https://audio.tudienkala.com/data/cache/images/300x225/f/a/fail1.jpg,https://audio.tudienkala.com/audio/f/a/fail.mp3
4,plan,/plæn/,v,lên kế hoạch,They plan to visit their parents next week.,Họ dự định sẽ thăm cha mẹ vào tuần tới.,https://audio.tudienkala.com/data/cache/images/300x225/p/l/plan-v1.jpg,https://audio.tudienkala.com/audio/p/l/plan-v.mp3
4,want,/wɑːnt/,v,"muốn, muốn có",Do you want to have some more tea?,Bạn có muốn thêm trà không?,https://audio.tudienkala.com/data/cache/images/300x225/w/a/want1.jpg,https://audio.tudienkala.com/audio/w/a/want.mp3
4,afford,/ə'fɔ:d/,v,có khả năng chi trả,We can't afford to buy a luxury house.,Chúng tôi không có khả năng mua một ngôi nhà đắt tiền.,https://audio.tudienkala.com/data/cache/images/300x225/a/f/afford1.jpg,https://audio.tudienkala.com/audio/a/f/afford.mp3
4,arrange,/əˈreɪndʒ/,v,"sắp xếp, sắp đặt, thu xếp",Have you arranged to meet him?,Bạn đã sắp xếp để gặp anh ta chưa?,https://audio.tudienkala.com/data/images_example/300x225/h/a/have_you_a_ex1_56248cf97f8b9afa0cb17b48.jpg,https://audio.tudienkala.com/audio/a/r/arrange.mp3
4,regret,/ri'gret/,v,hối tiếc,I regret to inform you that your application has been rejected.,Tôi rất tiếc khi thông báo với bạn rằng đơn của bạn đã bị từ chối.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/regret-v1.jpg,https://audio.tudienkala.com/audio/r/e/regret-v.mp3
4,try,/traɪ/,v,cố gắng,I tried hard not to laugh.,Tôi đã rất cố gắng để không cười.,https://audio.tudienkala.com/data/images_example/300x225/i/_/i_tried_ha_ex2_587728e07f8b9a5f308b45ea.jpg,https://audio.tudienkala.com/audio/t/r/try.mp3
4,threaten,/ˈθretən/,v,đe doạ,The mugger threatened to kill him.,Người chủ mưu đe dọa giết anh ta.,https://audio.tudienkala.com/data/cache/images/300x225/t/h/threaten2.jpg,https://audio.tudienkala.com/audio/t/h/threaten.mp3
4,promise,/ˈprɒmɪs/,v,hứa hẹn,Please promise not to tell anyone!,Xin hãy hứa là không nói với ai!,https://audio.tudienkala.com/data/cache/images/300x225/p/r/promise1.jpg,https://audio.tudienkala.com/audio/p/r/promise.mp3
4,pretend,/prɪˈtend/,v,giả vờ,I pretended to be asleep.,Tôi giả vờ như đang ngủ.,https://audio.tudienkala.com/data/images_example/300x225/i/_/i_pretende_ex2_587728467f8b9a22308b4623.png,https://audio.tudienkala.com/audio/p/r/pretend.mp3
4,refuse,/rɪˈfjuːz/,v,từ chối,He flatly refused to discuss the matter.,Ông thẳng thừng từ chối thảo luận về vấn đề này.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/refuse2.jpg,https://audio.tudienkala.com/audio/r/e/refuse.mp3
4,remember,/ri'membə/,v,"nhớ, ghi nhớ",Please remember to turn off the light before you go home.,Hãy nhớ tắt đèn trước khi bạn về nhà.,https://audio.tudienkala.com/data/images_example/300x225/p/l/please_rem_ex1_56248ced7f8b9af60c142c87.jpeg,https://audio.tudienkala.com/audio/r/e/remember.mp3
4,seem,/siːm/,v,"có vẻ như, dường như",People aren’t always what they seem to be.,Mọi người không phải lúc nào cũng có vẻ như họ là như vậy.,https://audio.tudienkala.com/data/cache/images/300x225/s/e/seem1.jpg,https://audio.tudienkala.com/audio/s/e/seem.mp3
4,start,/stɑːrt/,v,bắt đầu,It started to rain.,Trời bắt đầu mưa.,https://audio.tudienkala.com/data/images_example/300x225/i/t/it_started_ex1_56248cf37f8b9af80c011dd1.jpg,https://audio.tudienkala.com/audio/s/t/start.mp3
4,tend,/tend/,v,"có xu hướng, có khuynh hướng, thường",People tend to think that the problem will never affect them.,Mọi người có xu hướng nghĩ rằng vấn đề sẽ không bao giờ ảnh hưởng đến họ.,https://audio.tudienkala.com/data/cache/images/300x225/t/e/tend1.png,https://audio.tudienkala.com/audio/t/e/tend.mp3
4,wish,/wɪʃ/,v,"ước, mong muốn",I wish to speak to the manager.,Tôi muốn nói chuyện với người quản lý.,https://audio.tudienkala.com/data/cache/images/300x225/w/i/wish-v1.jpg,https://audio.tudienkala.com/audio/w/i/wish-v.mp3
4,love,/lʌv/,v,yêu,I love to go out dancing.,Tôi thích đi nhảy.,https://audio.tudienkala.com/data/images_example/300x225/i/_/i_love_to__ex1_56248cee7f8b9af60c142eef.jpg,https://audio.tudienkala.com/audio/l/o/love.mp3
4,learn,/ lə:n/,v,"học, nghiên cứu",She is learning to play the piano.,Cô ấy đang học chơi piano.,https://audio.tudienkala.com/data/images_example/300x225/s/h/she_is_lea_ex1_5812ba777f8b9a24318b45bb.jpg,https://audio.tudienkala.com/audio/l/e/learn.mp3
4,offer,,v,"đề xuất, đề nghị, chào mời, chào hàng",The kids offered to do the dishes.,Mấy đứa trẻ đề nghị rửa chén đĩa.,https://audio.tudienkala.com/data/cache/images/300x225/o/f/offer-v1.jpg,https://audio.tudienkala.com/audio/o/f/offer-v.mp3
4,endeavor,/ɪnˈdev·ər/,v,"cố gắng, gắng sức",The buyer should always endeavour to negotiate terms.,Người mua phải luôn luôn cố gắng thương lượng các điều khoản.,https://audio.tudienkala.com/data/cache/images/300x225/e/n/endeavor1.jpg,https://audio.tudienkala.com/audio/e/n/endeavor.mp3
5,account for,/əˈkaʊnt fɔː/,v phr,chiếm,Clothes account for one third of her expenses.,Quần áo chiếm một phần ba chi phí của cô ấy.,https://audio.tudienkala.com/data/cache/images/300x225/a/c/account_for1.jpg,https://audio.tudienkala.com/audio/a/c/account_for.mp3
5,allow for,/əˈlaʊ fɔːr/,,"tính đến, xem xét đến",We have to allow for the possibility of the project being delayed.,Chúng ta phải tính đến khả năng dự án bị chậm trễ.,https://audio.tudienkala.com/data/cache/images/300x225/a/l/allow_for1.jpg,https://audio.tudienkala.com/audio/a/l/allow_for.mp3
5,ask for,/ɑːsk fə/,ph,yêu cầu gặp,A young man was here asking for you this morning.,Một thanh niên đã ở đây yêu cầu gặp bạn sáng nay.,https://audio.tudienkala.com/data/cache/images/300x225/a/s/ask_for1.jpg,https://audio.tudienkala.com/audio/a/s/ask_for.mp3
5,rely on,/rɪˈlaɪ ɒn/,phr v,phụ thuộc vào,The success relies greatly on your attitudes.,Thành công phụ thuộc rất nhiều vào thái độ của bạn.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/rely_on1.jpg,https://audio.tudienkala.com/audio/r/e/rely_on.mp3
5,agree on,/əˈɡriː ɒn/,phr v,đồng ý,Let's try to agree on a date.,Hãy cố gắng đồng ý một ngày.,https://audio.tudienkala.com/data/cache/images/300x225/a/g/agree_on1.jpg,https://audio.tudienkala.com/audio/a/g/agree_on.mp3
5,agree with,/əˈɡriː wɪð/,phr v,đồng ý với ai về cái gì,He agreed with them about the need for change.,Ông đồng ý với họ về sự cần thiết phải thay đổi.,https://audio.tudienkala.com/data/cache/images/300x225/a/g/agree_with1.jpg,https://audio.tudienkala.com/audio/a/g/agree_with.mp3
5,attend to,/ə'tend t̬ə/,phr v,giải quyết,I have some urgent business to attend to.,Tôi có một số việc khẩn cấp để giải quyết.,https://audio.tudienkala.com/data/cache/images/300x225/a/t/attend_to1.jpg,https://audio.tudienkala.com/audio/a/t/attend_to.mp3
5,blow out,/bləʊ aʊt/,phr v,bị thổi tắt,Somebody opened the door and the candle blew out.,Ai đó mở cửa và nến bị thổi tắt.,https://audio.tudienkala.com/data/cache/images/300x225/b/l/blow_out1.jpg,https://audio.tudienkala.com/audio/b/l/blow_out.mp3
5,break up,/breɪk ʌp/,phr v,chia tay,They were known to break up after 5 years in a relationship.,Họ được biết đã chia tay sau năm năm hẹn hò.,https://audio.tudienkala.com/data/cache/images/300x225/b/r/break_up1.jpg,https://audio.tudienkala.com/audio/b/r/break_up_(with_someone).mp3
5,bring out,/brɪŋ aʊt/,phr v,"làm xảy ra, dẫn đến, gây ra","My favorite band, the Wall, will bring out a new album this fall.","Ban nhạc yêu thích của tôi, the Wall, sẽ phát hành một album mới vào mùa thu này.",https://audio.tudienkala.com/data/cache/images/300x225/b/r/bring_out1.jpg,https://audio.tudienkala.com/audio/b/r/bring_out.mp3
5,bring up,/brɪŋ ʌp/,phr v,đưa ra,Can you bring up the main menu again?,Bạn có thể đưa lại thực đơn cho tôi xem được không ?,https://audio.tudienkala.com/data/cache/images/300x225/b/r/bring_up1.png,https://audio.tudienkala.com/audio/b/r/bring_up.mp3
5,burn out,/bɝːn aʊt/,phr v,"đốt hết, đốt sạch",The forest was completely burnt out.,Khu rừng đã bị cháy sạch hoàn toàn.,https://audio.tudienkala.com/data/cache/images/300x225/b/u/burn_out1.jpg,https://audio.tudienkala.com/audio/b/u/burn_out.mp3
5,call for,/kɑːl fɚ/,phr v,"yêu cầu, mời gọi",The situation calls for prompt action.,Tình hình kêu gọi hành động kịp thời.,https://audio.tudienkala.com/data/cache/images/300x225/c/a/call_for1.jpg,https://audio.tudienkala.com/audio/c/a/call_for.mp3
5,care about,/ker əˈbaʊt/,phr v,"quan tâm, xem trọng",She cares deeply about environmental issues.,Cô quan tâm sâu sắc về các vấn đề môi trường.,https://audio.tudienkala.com/data/cache/images/300x225/c/a/care_about1.jpg,https://audio.tudienkala.com/audio/c/a/care_about.mp3
5,carry out,/ˈkæri aʊt/,v,thực hiện,Our soldiers carried out a successful attack last night.,Các chiến sĩ của chúng ta đã thực hiện một cuộc tấn công thành công vào đêm qua.,https://audio.tudienkala.com/data/cache/images/300x225/c/a/carry_out1.jpg,https://audio.tudienkala.com/audio/c/a/carry_out.mp3
5,catch up with,/katʃ ʌp wɪð/,phr v,gây rắc rối,His lies will catch up with him one day.,Những lời dối trá của anh ta sẽ gây rắc rối vào một ngày nào đó.,https://audio.tudienkala.com/data/cache/images/300x225/c/a/catch_up_with1.jpg,https://audio.tudienkala.com/audio/c/a/catch_up_with.mp3
5,check up,/ˈtʃek.ʌp/,phr v,kiểm tra,My parents are always checking up on me.,Cha mẹ tôi luôn kiểm tra tôi.,https://audio.tudienkala.com/data/cache/images/300x225/c/h/check_up1.jpg,https://audio.tudienkala.com/audio/c/h/check_up.mp3
5,clean up,/kliːn ʌp/,phr v,dọn sạch,They decided to clean up the beach.,Họ đã quyết định dọn sạch bãi biển.,https://audio.tudienkala.com/data/cache/images_kid/300x225/c/l/clean_up1.jpg,https://audio.tudienkala.com/audio/c/l/clean_up.mp3
5,carry on,/ˈkeri ɑːn/,phr v,"tiếp tục, giữ vững",Carry on with your work while I'm away.,Tiếp tục với công việc của bạn trong khi tôi đi vắng.,https://audio.tudienkala.com/data/cache/images/300x225/c/a/carry_on1.jpg,https://audio.tudienkala.com/audio/c/a/carry_on.mp3
